CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;CNPJ Gestor;Nome Gestor;Gestor Apelido
12.808.980/0001-32;SPX RAPTOR MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;34.293.150/0001-52;SPX CRÉDITO GESTÃO DE RECURSOS LTDA.;SPX
12.839.769/0001-87;SUL AMÉRICA EVOLUTION FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;54.286.457/0001-33;Sul América Gestão de Investimentos S.A.;Sulamérica
12.866.378/0001-51;FRANCO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
12.981.753/0001-04;GOLDEN HAWK FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;15.289.957/0001-77;XP ADVISORY GESTAO DE RECURSOS LTDA;XPG
12.993.338/0001-70;NATURAE FUNDO DE INVESTIMENTO MULTIMERCADO;10.290.382/0001-99;NEBRASKA CAPITAL GESTÃO DE RECURSOS LTDA;Nebraska
13.020.991/0001-16;RIO MINAS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
13.021.642/0001-19;KYKNOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO INVESTIMENTO EXTERIOR;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
13.030.850/0001-84;SUL AMÉRICA TURIDO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
13.049.660/0001-09;BRASIL ASSET FUND II FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA.;16.500.294/0001-50;MONGERAL AEGON INVESTIMENTOS LTDA;MAG
13.052.736/0001-55;SANTANDER PREV TKSSP1 MULTIMERCADO CREDITO PRIVADO - FIF RESP LIMITADA;03.502.968/0001-04;SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SAM
13.058.736/0001-62;CAIXA PREVINVEST PREVIDENCIÁRIO FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;42.040.639/0001-40;CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;CEF Asset
13.077.478/0001-61;QUINTESSENCE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;18.994.332/0001-02;CITRINO GESTÃO DE RECURSOS LTDA;Citrino
13.106.998/0001-55;CAPITANIA FIX CREDITO PRIVADO FI FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA;41.793.345/0001-27;CAPITANIA CAPITAL S.A.;Capitânia
13.294.360/0001-95;RIO DA BARRA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
13.298.069/0001-95;ARENA FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
13.396.674/0001-07;PAGES PAF EXCLUSIVO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
13.397.713/0001-82;CASTELNUOVO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;13.421.810/0001-63;VINCI SOLUÇÕES DE INVESTIMENTOS LTDA;Vinci
13.400.105/0001-80;BRADESCO BLANKI FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
13.400.194/0001-64;BRAM CAPITAL FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
13.401.162/0001-83;SUL AMÉRICA SEBRAEPREV I MODERADO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESP LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
13.401.421/0001-76;BRADESCO MASTER III PREVIDÊNCIA FI FINANCEIRO - CI RF - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
13.411.064/0001-27;ITAÚ FLEXPREV ATIVO CRED PRIV FIF RF - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
13.411.914/0001-97;ITAÚ FLEXPREV PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
13.412.251/0001-25;CAMÕES FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP  LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
13.416.181/0001-83;TYTON BACK UP FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;46.503.558/0001-90;TYTON CAPITAL INVESTIMENTOS LTDA.;Tyton
13.425.757/0001-79;MAIS VIDA II FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
13.454.211/0001-46;SANTANDER PREV PRIVATE RENDA FIXA - FIF RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
13.454.232/0001-61;MILANO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
13.454.508/0001-01;GC4 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
13.455.189/0001-59;SANTANDER ANS RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
13.455.278/0001-03;SANTANDER PREV CRESCIMENTO RENDA FIXA - FIF RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
13.483.558/0001-17;TUCUMÃ FUNDO DE INVESTIMENTO MULTIMERCADO;01.591.499/0001-11;TAG INVESTIMENTOS LTDA;TAG
13.492.738/0001-65;DAYCOVAL CLASSIC PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO;72.027.832/0001-02;DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA;Daycoval
13.547.613/0001-95;G5 MAKTUB FIF MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
13.572.088/0001-68;LONG LIFE FUNDO DE INVEST FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
13.591.889/0001-70;GENESIS PLUS CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;01.591.499/0001-11;TAG INVESTIMENTOS LTDA;TAG
13.596.279/0001-60;VICTORIA FALLS FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;08.800.008/0001-44;BRAINVEST ASSESSORIA FINANCEIRA E GESTÃO DE RECURSOS LTDA;Brainvest
13.596.496/0001-50;PALMARES CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;08.800.008/0001-44;BRAINVEST ASSESSORIA FINANCEIRA E GESTÃO DE RECURSOS LTDA;Brainvest
13.614.743/0001-01;G5 V.V.J.J. FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
13.622.354/0001-10;HALLEY FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;06.332.955/0001-22;STEN GESTÃO PATRIMONIAL LTDA.;Sten
13.667.257/0001-43;ÍCARO FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
13.804.852/0001-83;MAGENTA - FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR - CREDITO PRIVADO;40.888.143/0001-04;GV ATACAMA CAPITAL LTDA.;GV Atacama
13.812.187/0001-70;G5 ÁGUAS CLARAS CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
13.812.255/0001-09;SOMMA OABPREV SC FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;05.563.299/0001-06;SOMMA INVESTIMENTOS S.A.;Somma
13.812.265/0001-36;SULAMÉRICA PRESTIGE INFLATIE FIFE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESP LIMITADA;01.704.513/0001-46;SUL AMÉRICA SEGUROS DE PESSOAS E PREVIDÊNCIA S.A.;Sulamérica
13.823.019/0001-80;SUL AMÉRICA MARATHON FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO DE RESPONSABILIDA;54.286.457/0001-33;Sul América Gestão de Investimentos S.A.;Sulamérica
13.823.084/0001-05;SUL AMÉRICA CRÉDITO ATIVO FIF RENDA FIXA CRÉD PRIV LONGO PRAZO DE RESP LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
13.910.764/0001-66;FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO VALUE PREV CMA I - RESPONSABILIDADE LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
13.914.334/0001-12;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RF LP ELMA CHIPS - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
13.935.899/0001-86;FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO VEGA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
13.970.020/0001-37;MAIS VIDA I FI FINANCEIRO - CI MULT - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
13.998.573/0001-06;BB TERRA DO SOL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
14.120.436/0001-29;AQUA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;03.983.856/0001-12;4UM GESTÃO DE RECURSOS LTDA.;4UM
14.146.491/0001-98;XP INFLAÇÃO FUNDO DE INVESTIMENTO EM RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;16.789.525/0001-98;XP VISTA ASSET MANAGEMENT LTDA.;XPG
14.158.932/0001-71;FUNDO DE INVESTIMENTO MULTIMERCADO FRATELLI LONGO PRAZO;46.189.909/0001-30;SCALARE CAPITAL LTDA.;Scalare
14.171.959/0001-02;G5 VEREDAS FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
14.188.164/0001-07;SPARTA TOP MASTER CRÉDITO PRIVADO FIF RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA;72.745.714/0001-30;SPARTA ADMINISTRADORA DE RECURSOS LTDA;Sparta
14.326.332/0001-75;W22 PREMIUM FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;65.913.436/0001-17;SAFRA ASSET CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Safra Asset
14.356.961/0001-48;FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO VALUE PREV CMA III RESP LTDA;07.437.241/0001-41;Franklin Templeton Brasil Ltda.;Franklin Templeton
14.359.654/0001-10;FI FINANCEIRO RENDA FIXA CRÉDITO PRIVADO VALUE PREV SC III - RESPONSABILIDADE LIMITADA;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
14.379.407/0001-86;BRB CRÉDITO CORPORATIVO FUNDO DE INVESTIMENTO EM RENDA FIXA CP LP RESPONSABILIDADE LIMITADO;11.397.672/0002-80;PLURAL GESTÃO DE RECURSOS LTDA;Plural
14.399.693/0001-41;GERDAU PREVIDÊNCIA FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO 2 - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
14.399.722/0001-75;GERDAU 4 PREVIDÊNCIA FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;16.789.525/0001-98;XP VISTA ASSET MANAGEMENT LTDA.;XPG
14.399.804/0001-10;GERDAU PREVIDÊNCIA 3 FIF - CLASSE DE INVESTIMENTO RF CRÉDITO PRIVADO - RESP LIMITADA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
14.415.738/0001-24;VIDATIVA FIF RENDA FIXA CRÉD PRIV - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
14.416.823/0001-07;ITAÚ MASTER GLOBAL DINÂMICO MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
14.437.605/0001-59;IITAÚ CCRPREV FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
14.466.898/0001-00;BRASIL CORPORATE FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA;11.397.672/0002-80;PLURAL GESTÃO DE RECURSOS LTDA;Plural
14.473.842/0001-75;UBS ROKA FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
14.491.564/0001-89;TIVIO ATUARIAL FIF - CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;03.384.738/0001-98;TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Tivio
14.491.665/0001-50;TIVIO FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;03.384.738/0001-98;TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Tivio
14.549.707/0001-66;OURO PRETO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
14.557.317/0001-38;BTG PACTUAL CREDITO CORPORATIVO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
14.824.006/0001-98;NHL CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
14.828.437/0001-22;POLI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE LIMITADA;03.829.051/0001-19;AZIMUT BRASIL WEALTH MANAGEMENT LTDA;AZ Quest
14.843.485/0001-90;DIUTINUS FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
14.843.497/0001-14;GUARATIBA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;05.794.902/0001-60;GALAPAGOS MULTI FAMILY OFFICE LTDA;Galapagos
14.843.607/0001-48;G5 HARMONICUS II FIF MULTIMERCADO CRÉDITO PRIVADO;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
14.843.629/0001-08;SANTIAGO FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;11.468.803/0001-91;PRADA ADMINISTRADORA DE RECURSOS LTDA.;Prada
14.843.679/0001-95;ILHA SANTORINI FIF MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
14.843.748/0001-60;OURO VERDE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;31.384.260/0001-31;ORIZ ASSET MANAGEMENT LTDA.;Oriz
14.880.030/0001-44;TIVIO CRÉDITO CORPORATIVO FIF RF CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA;03.384.738/0001-98;TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Tivio
14.985.743/0001-72;ITAÚ CYAMPREV MODERADO FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
15.044.971/0001-00;ONIX DC PLAN FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA PREVIDENCIÁRIO - RESPONSABILIDADE LIMITADA;02.562.663/0001-25;BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA;BNP
15.059.057/0001-33;FATOR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;01.861.016/0001-51;FAR FATOR ADMINISTRAÇÃO DE RECURSOS LTDA;FAR
15.060.252/0001-83;SAPPHIRE PREVI-SIEMENS FI FINANCEIRO RENDA FIXA PREVIDENCIÁRIO - RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
15.060.253/0001-28;QUARTZ DC PLAN FI FINANCEIRO RENDA FIXA PREVIDENCIÁRIO - RESPONSABILIDADE LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
15.164.899/0001-55;PANTHER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;72.027.832/0001-02;DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA;Daycoval
15.174.629/0001-25;INTEGRAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;06.576.569/0001-86;INTEGRAL INVESTIMENTOS LTDA.;Integral
15.207.219/0001-33;CONFIANCE MULTISTRATEGIES FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;29.580.517/0001-89;CAPRI INVESTIMENTOS LTDA.;Capri
15.259.169/0001-38;WESTERN ASSET GROWTH FIF RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;07.437.241/0001-41;Franklin Templeton Brasil Ltda.;Franklin Templeton
15.275.957/0001-18;G5 ACROPOLIS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
15.296.549/0001-42;3CA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
15.296.579/0001-59;QUARTEIRA FUNDO DE INVESTIMENTO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
15.323.099/0001-30;JRM CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;05.794.902/0001-60;GALAPAGOS MULTI FAMILY OFFICE LTDA;Galapagos
15.323.443/0001-90;BRADESCO FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO ALPHARD;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
15.350.679/0001-16;PLURAL HIGH GRADE FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;11.397.672/0002-80;PLURAL GESTÃO DE RECURSOS LTDA;Plural
15.398.622/0001-97;BB MWP FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
15.435.379/0001-30;SULAMÉRICA NÉOS CLASSE DE  INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;21.813.291/0001-07;SUL AMÉRICA INVESTIMENTOS GESTORA DE RECURSOS S.A.;Sulamérica
15.435.450/0001-84;SUCESSO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
15.441.465/0001-55;SAFRA FEI FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INV MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
15.452.813/0001-90;UBS PROVENCE ASSETS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO RESP LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
15.453.363/0001-50;SANTANDER PREV ICATU MASTER LARK RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;10.231.177/0001-52;SANTANDER BRASIL GESTÃO DE RECURSOS LTDA;SAM
15.487.157/0001-60;KTVA FUNDO DE INVESTIMENTO  FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
15.487.311/0001-02;PLURAL CRÉDITO CORPORATIVO FIF RENDA FIXA CRÉDITO PRIVADO LP - RESPONSABILIDADE LIMITADA;11.397.672/0002-80;PLURAL GESTÃO DE RECURSOS LTDA;Plural
15.487.918/0001-84;IBIUNA  HEDGE ST MASTER FIF - CLASSE DE  INVESTIMENTO MULTIMERCADO - RESPONSABILIDADE LIMITADA;19.493.000/0001-07;IBIUNA CRÉDITO GESTÃO DE RECURSOS LTDA.;Ibuina
15.505.537/0001-80;TELÊ FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
15.612.416/0001-38;CAPITANIA ALFA FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;41.777.833/0001-40;CAPITANIA PREV S.A.;Capitânia
15.675.431/0001-25;BRAM FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CORAL - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
15.675.437/0001-00;BRAM FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
15.703.420/0001-01;BRAUNA CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
15.714.335/0001-49;ANGORÁ FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
15.740.455/0001-10;PB EXPANDIR CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
15.795.983/0001-77;ARACATI FUNDO DE INVESTIMENTO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
15.912.237/0001-16;FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES PGB;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
16.416.253/0001-80;FUNDO DE INVESTIMENTO MULTIMERCADO BRAIN HINTER;08.800.008/0001-44;BRAINVEST ASSESSORIA FINANCEIRA E GESTÃO DE RECURSOS LTDA;Brainvest
16.557.853/0001-69;SOMMA JUSPREV ATIVO FUNDO DE INVESTIMENTO FINANCEIRO MULT CRED PRIV - RESPONSABILIDADE LIMITADA;05.563.299/0001-06;SOMMA INVESTIMENTOS S.A.;Somma
16.599.959/0001-25;TAGUS TOP II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;04.369.038/0001-97;TAGUS INVESTIMENTOS LTDA;Tagus
16.607.881/0001-43;CRISEPA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
16.687.215/0001-62;RIO GRANDE PREVIDENCIÁRIO II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA;01.582.075/0001-90;RIO GRANDE SEGUROS E PREVIDÊNCIA S.A.;Rio Grande
16.687.228/0001-31;RIO GRANDE PREVIDENCIÁRIO I  FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA;01.582.075/0001-90;RIO GRANDE SEGUROS E PREVIDÊNCIA S.A.;Rio Grande
16.742.106/0001-09;CEZANNE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
